adjective,severity,category,gender,number,person_relevance
torturadors,high,moral,masculino,plural,alta
torturadoras,high,moral,femenino,plural,alta
tirano,high,moral,neutro,singular,alta
tirana,high,moral,femenino,singular,alta
tiranos,high,moral,masculino,plural,alta
tiranas,high,moral,femenino,plural,alta
déspota,high,moral,neutro,singular,alta
déspotas,high,moral,masculino,plural,alta
autócrata,high,moral,neutro,singular,alta
autócratas,high,moral,masculino,plural,alta
dictador,high,moral,neutro,singular,alta
dictadora,high,moral,femenino,singular,alta
dictadors,high,moral,masculino,plural,alta
dictadoras,high,moral,femenino,plural,alta
autoritario,high,moral,neutro,singular,alta
autoritaria,high,moral,femenino,singular,alta
autoritarios,high,moral,masculino,plural,alta
autoritarias,high,moral,femenino,plural,alta
dogmático,high,moral,neutro,singular,alta
dogmática,high,moral,femenino,singular,alta
dogmáticos,high,moral,masculino,plural,alta
dogmáticas,high,moral,femenino,plural,alta
intransigente,high,moral,neutro,singular,alta
intransigentes,high,moral,masculino,plural,alta
irreductible,high,moral,neutro,singular,alta
irreductibles,high,moral,masculino,plural,alta
inflexible,high,moral,neutro,singular,alta
inflexibles,high,moral,masculino,plural,alta
tenaz,high,moral,neutro,singular,alta
tenazs,high,moral,masculino,plural,alta
obsesivo,high,moral,neutro,singular,alta
obsesiva,high,moral,femenino,singular,alta
obsesivos,high,moral,masculino,plural,alta
obsesivas,high,moral,femenino,plural,alta
compulsivo,high,moral,neutro,singular,alta
compulsiva,high,moral,femenino,singular,alta
compulsivos,high,moral,masculino,plural,alta
compulsivas,high,moral,femenino,plural,alta
maníaco,high,moral,neutro,singular,alta
maníaca,high,moral,femenino,singular,alta
maníacos,high,moral,masculino,plural,alta
maníacas,high,moral,femenino,plural,alta
fanático,high,moral,neutro,singular,alta
fanática,high,moral,femenino,singular,alta
fanáticos,high,moral,masculino,plural,alta
fanáticas,high,moral,femenino,plural,alta
radical,high,moral,neutro,singular,alta
radicals,high,moral,masculino,plural,alta
extremista,high,moral,neutro,singular,alta
extremistas,high,moral,masculino,plural,alta
fundamentalista,high,moral,neutro,singular,alta
fundamentalistas,high,moral,masculino,plural,alta
sectario,high,moral,neutro,singular,alta
sectaria,high,moral,femenino,singular,alta
sectarios,high,moral,masculino,plural,alta
sectarias,high,moral,femenino,plural,alta
herético,high,moral,neutro,singular,alta
herética,high,moral,femenino,singular,alta
heréticos,high,moral,masculino,plural,alta
heréticas,high,moral,femenino,plural,alta
apóstata,high,moral,neutro,singular,alta
apóstatas,high,moral,masculino,plural,alta
renegado,high,moral,neutro,singular,alta
renegada,high,moral,femenino,singular,alta
renegados,high,moral,masculino,plural,alta
renegadas,high,moral,femenino,plural,alta
traidor,high,moral,neutro,singular,alta
traidora,high,moral,femenino,singular,alta
traidors,high,moral,masculino,plural,alta
traidoras,high,moral,femenino,plural,alta
esbirro,high,moral,neutro,singular,alta
esbirra,high,moral,femenino,singular,alta
esbirros,high,moral,masculino,plural,alta
esbirras,high,moral,femenino,plural,alta
matarife,high,moral,neutro,singular,alta
matarifes,high,moral,masculino,plural,alta
verdugo,high,moral,neutro,singular,alta
verdugos,high,moral,masculino,plural,alta
perpetrador,high,moral,neutro,singular,alta
perpetradora,high,moral,femenino,singular,alta
perpetradors,high,moral,masculino,plural,alta
perpetradoras,high,moral,femenino,plural,alta
instigador,high,moral,neutro,singular,alta
instigadora,high,moral,femenino,singular,alta
instigadors,high,moral,masculino,plural,alta
instigadoras,high,moral,femenino,plural,alta
cómplice,high,moral,neutro,singular,alta
cómplices,high,moral,masculino,plural,alta
cooperador,high,moral,neutro,singular,alta
cooperadora,high,moral,femenino,singular,alta
cooperadors,high,moral,masculino,plural,alta
cooperadoras,high,moral,femenino,plural,alta
colaborador,high,moral,neutro,singular,alta
colaboradora,high,moral,femenino,singular,alta
colaboradors,high,moral,masculino,plural,alta
colaboradoras,high,moral,femenino,plural,alta
confabulador,high,moral,neutro,singular,alta
confabuladora,high,moral,femenino,singular,alta
confabuladors,high,moral,masculino,plural,alta
confabuladoras,high,moral,femenino,plural,alta
conspirador,high,moral,neutro,singular,alta
conspiradora,high,moral,femenino,singular,alta
conspiradors,high,moral,masculino,plural,alta
conspiradoras,high,moral,femenino,plural,alta
conjurado,high,moral,neutro,singular,alta
conjurada,high,moral,femenino,singular,alta
conjurados,high,moral,masculino,plural,alta
conjuradas,high,moral,femenino,plural,alta
putchista,high,moral,neutro,singular,alta
putchistas,high,moral,masculino,plural,alta
frágil,high,moral,neutro,singular,alta
frágils,high,moral,masculino,plural,alta
delicado,high,moral,neutro,singular,alta
delicada,high,moral,femenino,singular,alta
delicados,high,moral,masculino,plural,alta
delicadas,high,moral,femenino,plural,alta
quebradizo,high,moral,neutro,singular,alta
quebradiza,high,moral,femenino,singular,alta
quebradizos,high,moral,masculino,plural,alta
quebradizas,high,moral,femenino,plural,alta
frágil,high,moral,neutro,singular,alta
frágils,high,moral,masculino,plural,alta
endeble,high,moral,neutro,singular,alta
endebles,high,moral,masculino,plural,alta
endeble,high,moral,neutro,singular,alta
endebles,high,moral,masculino,plural,alta
raquítico,high,moral,neutro,singular,alta
raquítica,high,moral,femenino,singular,alta
raquíticos,high,moral,masculino,plural,alta
raquíticas,high,moral,femenino,plural,alta
escuálido,high,moral,neutro,singular,alta
escuálida,high,moral,femenino,singular,alta
escuálidos,high,moral,masculino,plural,alta
escuálidas,high,moral,femenino,plural,alta
desnutrido,high,moral,neutro,singular,alta
desnutrida,high,moral,femenino,singular,alta
desnutridos,high,moral,masculino,plural,alta
desnutridas,high,moral,femenino,plural,alta
famélico,high,moral,neutro,singular,alta
famélica,high,moral,femenino,singular,alta
famélicos,high,moral,masculino,plural,alta
famélicas,high,moral,femenino,plural,alta
hambriento,high,moral,neutro,singular,alta
hambrienta,high,moral,femenino,singular,alta
hambrientos,high,moral,masculino,plural,alta
hambrientas,high,moral,femenino,plural,alta
sediento,high,moral,neutro,singular,alta
sedienta,high,moral,femenino,singular,alta
sedientos,high,moral,masculino,plural,alta
sedientas,high,moral,femenino,plural,alta
necesitado,high,moral,neutro,singular,alta
necesitada,high,moral,femenino,singular,alta
necesitados,high,moral,masculino,plural,alta
necesitadas,high,moral,femenino,plural,alta
menesteroso,high,moral,neutro,singular,alta
menesterosa,high,moral,femenino,singular,alta
menesterosos,high,moral,masculino,plural,alta
menesterosas,high,moral,femenino,plural,alta
desgraciado,high,moral,neutro,singular,alta
desgraciada,high,moral,femenino,singular,alta
desgraciados,high,moral,masculino,plural,alta
desgraciadas,high,moral,femenino,plural,alta
infortunado,high,moral,neutro,singular,alta
infortunada,high,moral,femenino,singular,alta
infortunados,high,moral,masculino,plural,alta
infortunadas,high,moral,femenino,plural,alta
desdichado,high,moral,neutro,singular,alta
desdicha,high,moral,femenino,singular,alta
desdichados,high,moral,masculino,plural,alta
desdichas,high,moral,femenino,plural,alta
aciago,high,moral,neutro,singular,alta
aciaga,high,moral,femenino,singular,alta
aciagos,high,moral,masculino,plural,alta
aciagas,high,moral,femenino,plural,alta
funesto,high,moral,neutro,singular,alta
funesta,high,moral,femenino,singular,alta
funestos,high,moral,masculino,plural,alta
funestas,high,moral,femenino,plural,alta
adverso,high,moral,neutro,singular,alta
adversa,high,moral,femenino,singular,alta
adversos,high,moral,masculino,plural,alta
adversas,high,moral,femenino,plural,alta
contrario,high,moral,neutro,singular,alta
contraria,high,moral,femenino,singular,alta
contrarios,high,moral,masculino,plural,alta
contrarias,high,moral,femenino,plural,alta
opuesto,high,moral,neutro,singular,alta
opuesta,high,moral,femenino,singular,alta
opuestos,high,moral,masculino,plural,alta
opuestas,high,moral,femenino,plural,alta
antitético,high,moral,neutro,singular,alta
antitética,high,moral,femenino,singular,alta
antitéticos,high,moral,masculino,plural,alta
antitéticas,high,moral,femenino,plural,alta
incompatible,high,moral,neutro,singular,alta
incompatibles,high,moral,masculino,plural,alta
incongruente,high,moral,neutro,singular,alta
incongruentes,high,moral,masculino,plural,alta
incoherente,high,moral,neutro,singular,alta
incoherentes,high,moral,masculino,plural,alta
contradictorio,high,moral,neutro,singular,alta
contradictoria,high,moral,femenino,singular,alta
contradictorios,high,moral,masculino,plural,alta
contradictorias,high,moral,femenino,plural,alta
paradójico,high,moral,neutro,singular,alta
paradójica,high,moral,femenino,singular,alta
paradójicos,high,moral,masculino,plural,alta
paradójicas,high,moral,femenino,plural,alta
absurdo,high,moral,neutro,singular,alta
absurda,high,moral,femenino,singular,alta
absurdos,high,moral,masculino,plural,alta
absurdas,high,moral,femenino,plural,alta
irrisorio,high,moral,neutro,singular,baja
irrisoria,high,moral,femenino,singular,baja
irrisorios,high,moral,masculino,plural,baja
irrisorias,high,moral,femenino,plural,baja
ridiculo,high,moral,neutro,singular,baja
ridicula,high,moral,femenino,singular,baja
ridiculos,high,moral,masculino,plural,baja
ridiculas,high,moral,femenino,plural,baja
cómico,high,moral,neutro,singular,alta
cómica,high,moral,femenino,singular,alta
cómicos,high,moral,masculino,plural,alta
cómicas,high,moral,femenino,plural,alta
jocoso,high,moral,neutro,singular,alta
jocosa,high,moral,femenino,singular,alta
jocosos,high,moral,masculino,plural,alta
jocosas,high,moral,femenino,plural,alta
chusco,high,moral,neutro,singular,alta
chusca,high,moral,femenino,singular,alta
chuscos,high,moral,masculino,plural,alta
chuscas,high,moral,femenino,plural,alta
picaresco,high,moral,neutro,singular,alta
picaresca,high,moral,femenino,singular,alta
picarescos,high,moral,masculino,plural,alta
picarescas,high,moral,femenino,plural,alta
chocarrero,high,moral,neutro,singular,alta
chocarrera,high,moral,femenino,singular,alta
chocarreros,high,moral,masculino,plural,alta
chocarreras,high,moral,femenino,plural,alta
bufonesco,high,moral,neutro,singular,alta
bufoneska,high,moral,femenino,singular,alta
bufonescos,high,moral,masculino,plural,alta
bufoneskas,high,moral,femenino,plural,alta
payasada,high,moral,neutro,singular,alta
payasadas,high,moral,masculino,plural,alta
circo,high,moral,neutro,singular,alta
circos,high,moral,masculino,plural,alta
espectáculo,high,moral,neutro,singular,alta
espectáculos,high,moral,masculino,plural,alta
teatro,high,moral,neutro,singular,alta
teatros,high,moral,masculino,plural,alta
sainete,high,moral,neutro,singular,alta
sainetes,high,moral,masculino,plural,alta
farsa,high,moral,neutro,singular,alta
farsas,high,moral,masculino,plural,alta
comedia,high,moral,neutro,singular,alta
comedias,high,moral,masculino,plural,alta
simulación,high,moral,neutro,singular,alta
simulacións,high,moral,masculino,plural,alta
ficción,high,moral,neutro,singular,alta
ficcións,high,moral,masculino,plural,alta
mentira,high,moral,neutro,singular,alta
mentiras,high,moral,masculino,plural,alta
engaño,high,moral,neutro,singular,alta
engaños,high,moral,masculino,plural,alta
timo,high,moral,neutro,singular,alta
timos,high,moral,masculino,plural,alta
estafa,high,moral,neutro,singular,alta
estafas,high,moral,masculino,plural,alta
defraudación,high,moral,neutro,singular,alta
defraudacións,high,moral,masculino,plural,alta
malversación,high,moral,neutro,singular,alta
malversacións,high,moral,masculino,plural,alta
robo,high,moral,neutro,singular,alta
robos,high,moral,masculino,plural,alta
hurto,high,moral,neutro,singular,alta
hurtos,high,moral,masculino,plural,alta
latrocinio,high,moral,neutro,singular,alta
latrocinios,high,moral,masculino,plural,alta
pillaje,high,moral,neutro,singular,alta
pillajes,high,moral,masculino,plural,alta
saqueo,high,moral,neutro,singular,alta
saqueos,high,moral,masculino,plural,alta
expolio,high,moral,neutro,singular,alta
expolios,high,moral,masculino,plural,alta
despojo,high,moral,neutro,singular,alta
despojos,high,moral,masculino,plural,alta
usurpación,high,moral,neutro,singular,alta
usurpacións,high,moral,masculino,plural,alta
apropiación,high,moral,neutro,singular,alta
apropiacións,high,moral,masculino,plural,alta
ocupación,high,moral,neutro,singular,alta
ocupacións,high,moral,masculino,plural,alta
invasión,high,moral,neutro,singular,alta
invasións,high,moral,masculino,plural,alta
infiltración,high,moral,neutro,singular,alta
infiltracións,high,moral,masculino,plural,alta
penetración,high,moral,neutro,singular,alta
penetracións,high,moral,masculino,plural,alta
intromisión,high,moral,neutro,singular,alta
intromisións,high,moral,masculino,plural,alta
injerencia,high,moral,neutro,singular,alta
injerencias,high,moral,masculino,plural,alta
interferencia,high,moral,neutro,singular,alta
interferencias,high,moral,masculino,plural,alta
obstaculización,high,moral,neutro,singular,alta
obstaculizacións,high,moral,masculino,plural,alta
obstrucción,high,moral,neutro,singular,alta
obstruccións,high,moral,masculino,plural,alta
entorpecimiento,high,moral,neutro,singular,alta
entorpecimientos,high,moral,masculino,plural,alta
traba,high,moral,neutro,singular,alta
trabas,high,moral,masculino,plural,alta
impedimento,high,moral,neutro,singular,alta
impedimentos,high,moral,masculino,plural,alta
obstáculo,high,moral,neutro,singular,alta
obstáculos,high,moral,masculino,plural,alta
barrera,high,moral,neutro,singular,alta
barreras,high,moral,masculino,plural,alta
muro,high,moral,neutro,singular,alta
muros,high,moral,masculino,plural,alta
valla,high,moral,neutro,singular,alta
vallas,high,moral,masculino,plural,alta
cerca,high,moral,neutro,singular,alta
cercas,high,moral,masculino,plural,alta
enrejado,high,moral,neutro,singular,alta
enrejados,high,moral,masculino,plural,alta
empalizada,high,moral,neutro,singular,alta
empalizadas,high,moral,masculino,plural,alta
fortín,high,moral,neutro,singular,alta
fortíns,high,moral,masculino,plural,alta
reducto,high,moral,neutro,singular,alta
reductos,high,moral,masculino,plural,alta
bastión,high,moral,neutro,singular,alta
bastións,high,moral,masculino,plural,alta
baluarte,high,moral,neutro,singular,alta
baluartes,high,moral,masculino,plural,alta
peaje,high,moral,neutro,singular,alta
peajes,high,moral,masculino,plural,alta
tributo,high,moral,neutro,singular,alta
tributos,high,moral,masculino,plural,alta
impuesto,high,moral,neutro,singular,alta
impuestos,high,moral,masculino,plural,alta
gravamen,high,moral,neutro,singular,alta
gravamens,high,moral,masculino,plural,alta
arancel,high,moral,neutro,singular,alta
arancels,high,moral,masculino,plural,alta
cuota,high,moral,neutro,singular,alta
cuotas,high,moral,masculino,plural,alta
