adjective,severity,category,gender,number,person_relevance
contenciosas,high,moral,femenino,plural,alta
litigioso,high,moral,neutro,singular,alta
litigiosa,high,moral,femenino,singular,alta
litigiosos,high,moral,masculino,plural,alta
litigiosas,high,moral,femenino,plural,alta
polémico,high,moral,neutro,singular,alta
polémica,high,moral,femenino,singular,alta
polémicos,high,moral,masculino,plural,alta
polémicas,high,moral,femenino,plural,alta
controvertido,high,moral,neutro,singular,alta
controvertida,high,moral,femenino,singular,alta
controvertidos,high,moral,masculino,plural,alta
controvertidas,high,moral,femenino,plural,alta
cuestionable,high,moral,neutro,singular,alta
cuestionables,high,moral,masculino,plural,alta
dudoso,high,moral,neutro,singular,alta
dudosa,high,moral,femenino,singular,alta
dudosos,high,moral,masculino,plural,alta
dudosas,high,moral,femenino,plural,alta
sospechoso,high,moral,neutro,singular,alta
sospechosa,high,moral,femenino,singular,alta
sospechosos,high,moral,masculino,plural,alta
sospechosas,high,moral,femenino,plural,alta
malafé,high,moral,neutro,singular,alta
malafés,high,moral,masculino,plural,alta
doloso,high,moral,neutro,singular,alta
dolosa,high,moral,femenino,singular,alta
dolosos,high,moral,masculino,plural,alta
dolosas,high,moral,femenino,plural,alta
malintencionado,high,moral,neutro,singular,alta
malintencionada,high,moral,femenino,singular,alta
malintencionados,high,moral,masculino,plural,alta
malintencionadas,high,moral,femenino,plural,alta
malicioso,high,moral,neutro,singular,alta
maliciosa,high,moral,femenino,singular,alta
maliciosos,high,moral,masculino,plural,alta
maliciosas,high,moral,femenino,plural,alta
desenfrenado,high,moral,neutro,singular,alta
desenfrenada,high,moral,femenino,singular,alta
desenfrenados,high,moral,masculino,plural,alta
desenfrenadas,high,moral,femenino,plural,alta
descontrolado,high,moral,neutro,singular,alta
descontrolada,high,moral,femenino,singular,alta
descontrolados,high,moral,masculino,plural,alta
descontroladas,high,moral,femenino,plural,alta
intemperante,high,moral,neutro,singular,alta
intemperantes,high,moral,masculino,plural,alta
excesivo,high,moral,neutro,singular,alta
excesiva,high,moral,femenino,singular,alta
excesivos,high,moral,masculino,plural,alta
excesivas,high,moral,femenino,plural,alta
desmedido,high,moral,neutro,singular,alta
desmedida,high,moral,femenino,singular,alta
desmedidos,high,moral,masculino,plural,alta
desmedidas,high,moral,femenino,plural,alta
desproporcionado,high,moral,neutro,singular,alta
desproporcionada,high,moral,femenino,singular,alta
desproporcionados,high,moral,masculino,plural,alta
desproporcionadas,high,moral,femenino,plural,alta
exagerado,high,moral,neutro,singular,alta
exagerada,high,moral,femenino,singular,alta
exagerados,high,moral,masculino,plural,alta
exageradas,high,moral,femenino,plural,alta
histriónico,high,moral,neutro,singular,alta
histriónicos,high,moral,masculino,plural,alta
dramático,high,moral,neutro,singular,alta
dramática,high,moral,femenino,singular,alta
dramáticos,high,moral,masculino,plural,alta
dramáticas,high,moral,femenino,plural,alta
teatral,high,moral,neutro,singular,alta
teatrals,high,moral,masculino,plural,alta
artificioso,high,moral,neutro,singular,alta
artificiosa,high,moral,femenino,singular,alta
artificiosos,high,moral,masculino,plural,alta
artificiosas,high,moral,femenino,plural,alta
afectado,high,moral,neutro,singular,alta
afectada,high,moral,femenino,singular,alta
afectados,high,moral,masculino,plural,alta
afectadas,high,moral,femenino,plural,alta
fingido,high,moral,neutro,singular,alta
fingida,high,moral,femenino,singular,alta
fingidos,high,moral,masculino,plural,alta
fingidas,high,moral,femenino,plural,alta
postizo,high,moral,neutro,singular,alta
postiza,high,moral,femenino,singular,alta
postizos,high,moral,masculino,plural,alta
postizas,high,moral,femenino,plural,alta
ficticio,high,moral,neutro,singular,alta
ficticia,high,moral,femenino,singular,alta
ficticios,high,moral,masculino,plural,alta
ficticias,high,moral,femenino,plural,alta
imaginario,high,moral,neutro,singular,alta
imaginaria,high,moral,femenino,singular,alta
imaginarios,high,moral,masculino,plural,alta
imaginarias,high,moral,femenino,plural,alta
fantástico,high,moral,neutro,singular,alta
fantástica,high,moral,femenino,singular,alta
fantásticos,high,moral,masculino,plural,alta
fantásticas,high,moral,femenino,plural,alta
quimérico,high,moral,neutro,singular,alta
quimérica,high,moral,femenino,singular,alta
quiméricos,high,moral,masculino,plural,alta
quiméricas,high,moral,femenino,plural,alta
utópico,high,moral,neutro,singular,alta
utópica,high,moral,femenino,singular,alta
utópicos,high,moral,masculino,plural,alta
utópicas,high,moral,femenino,plural,alta
imposible,high,moral,neutro,singular,alta
imposibles,high,moral,masculino,plural,alta
impracticable,high,moral,neutro,singular,alta
impracticables,high,moral,masculino,plural,alta
inviable,high,moral,neutro,singular,alta
inviables,high,moral,masculino,plural,alta
irrealizable,high,moral,neutro,singular,alta
irrealizables,high,moral,masculino,plural,alta
inalcanzable,high,moral,neutro,singular,alta
inalcanzables,high,moral,masculino,plural,alta
inaccesible,high,moral,neutro,singular,alta
inaccesibles,high,moral,masculino,plural,alta
inabordable,high,moral,neutro,singular,alta
inabordables,high,moral,masculino,plural,alta
insondable,high,moral,neutro,singular,alta
insondables,high,moral,masculino,plural,alta
impenetrable,high,moral,neutro,singular,alta
impenetrables,high,moral,masculino,plural,alta
incomprehensible,high,moral,neutro,singular,alta
incomprehensibles,high,moral,masculino,plural,alta
indescifrable,high,moral,neutro,singular,alta
indescifrables,high,moral,masculino,plural,alta
enigmático,high,moral,neutro,singular,alta
enigmáticos,high,moral,masculino,plural,alta
críptico,high,moral,neutro,singular,alta
crípticos,high,moral,masculino,plural,alta
oscuro,high,moral,neutro,singular,alta
oscuros,high,moral,masculino,plural,alta
opaco,high,moral,neutro,singular,alta
opacos,high,moral,masculino,plural,alta
denso,high,moral,neutro,singular,alta
densos,high,moral,masculino,plural,alta
espeso,high,moral,neutro,singular,alta
espesos,high,moral,masculino,plural,alta
tupido,high,moral,neutro,singular,alta
tupidos,high,moral,masculino,plural,alta
intrincado,high,moral,neutro,singular,alta
intrincados,high,moral,masculino,plural,alta
laberíntico,high,moral,neutro,singular,alta
laberínticos,high,moral,masculino,plural,alta
tortuoso,high,moral,neutro,singular,alta
tortuosos,high,moral,masculino,plural,alta
sinuoso,high,moral,neutro,singular,alta
sinuosos,high,moral,masculino,plural,alta
ondulante,high,moral,neutro,singular,alta
ondulantes,high,moral,masculino,plural,alta
zigzagueante,high,moral,neutro,singular,alta
zigzagueantes,high,moral,masculino,plural,alta
quebrado,high,moral,neutro,singular,alta
quebrados,high,moral,masculino,plural,alta
torcido,high,moral,neutro,singular,baja
torcida,high,moral,femenino,singular,baja
torcidos,high,moral,masculino,plural,baja
torcidas,high,moral,femenino,plural,baja
sesgado,high,moral,neutro,singular,alta
sesgados,high,moral,masculino,plural,alta
inclinado,high,moral,neutro,singular,alta
inclinados,high,moral,masculino,plural,alta
oblicuo,high,moral,neutro,singular,alta
oblicuos,high,moral,masculino,plural,alta
transversal,high,moral,neutro,singular,alta
transversals,high,moral,masculino,plural,alta
perpendicular,high,moral,neutro,singular,alta
perpendiculars,high,moral,masculino,plural,alta
diagonal,high,moral,neutro,singular,alta
diagonals,high,moral,masculino,plural,alta
radial,high,moral,neutro,singular,alta
radials,high,moral,masculino,plural,alta
angular,high,moral,neutro,singular,alta
angulars,high,moral,masculino,plural,alta
puntiagudo,high,moral,neutro,singular,alta
puntiagudos,high,moral,masculino,plural,alta
agudo,high,moral,neutro,singular,alta
agudos,high,moral,masculino,plural,alta
afilado,high,moral,neutro,singular,alta
afilados,high,moral,masculino,plural,alta
cortante,high,moral,neutro,singular,alta
cortantes,high,moral,masculino,plural,alta
lacerante,high,moral,neutro,singular,alta
lacerantes,high,moral,masculino,plural,alta
hiriente,high,moral,neutro,singular,alta
hirientes,high,moral,masculino,plural,alta
punzante,high,moral,neutro,singular,alta
punzantes,high,moral,masculino,plural,alta
pinchante,high,moral,neutro,singular,alta
pinchantes,high,moral,masculino,plural,alta
doloroso,high,moral,neutro,singular,alta
dolorosos,high,moral,masculino,plural,alta
angustioso,high,moral,neutro,singular,alta
angustiosos,high,moral,masculino,plural,alta
tortuoso,high,moral,neutro,singular,alta
tortuosos,high,moral,masculino,plural,alta
atormentado,high,moral,neutro,singular,alta
atormentados,high,moral,masculino,plural,alta
afligido,high,moral,neutro,singular,alta
afligidos,high,moral,masculino,plural,alta
desventurado,high,moral,neutro,singular,alta
desventurada,high,moral,femenino,singular,alta
desventurados,high,moral,masculino,plural,alta
desventuradas,high,moral,femenino,plural,alta
infortunado,high,moral,neutro,singular,alta
infortunados,high,moral,masculino,plural,alta
desgraciado,high,moral,neutro,singular,alta
desgraciada,high,moral,femenino,singular,alta
desgraciados,high,moral,masculino,plural,alta
desgraciadas,high,moral,femenino,plural,alta
desdichado,high,moral,neutro,singular,alta
desdicha,high,moral,femenino,singular,alta
desdichados,high,moral,masculino,plural,alta
desdichas,high,moral,femenino,plural,alta
aciago,high,moral,neutro,singular,alta
aciagos,high,moral,masculino,plural,alta
funesto,high,moral,neutro,singular,alta
funestos,high,moral,masculino,plural,alta
adverso,high,moral,neutro,singular,alta
adversa,high,moral,femenino,singular,alta
adversos,high,moral,masculino,plural,alta
adversas,high,moral,femenino,plural,alta
contrario,high,moral,neutro,singular,alta
contraria,high,moral,femenino,singular,alta
contrarios,high,moral,masculino,plural,alta
contrarias,high,moral,femenino,plural,alta
opuesto,high,moral,neutro,singular,alta
opuesta,high,moral,femenino,singular,alta
opuestos,high,moral,masculino,plural,alta
opuestas,high,moral,femenino,plural,alta
antagonista,high,moral,neutro,singular,alta
antagonistas,high,moral,masculino,plural,alta
rival,high,moral,neutro,singular,alta
rivals,high,moral,masculino,plural,alta
competidor,high,moral,neutro,singular,alta
competidors,high,moral,masculino,plural,alta
enemigo,high,moral,neutro,singular,alta
enemigos,high,moral,masculino,plural,alta
adversario,high,moral,neutro,singular,alta
adversarios,high,moral,masculino,plural,alta
contrincante,high,moral,neutro,singular,alta
contrincantes,high,moral,masculino,plural,alta
oponente,high,moral,neutro,singular,alta
oponentes,high,moral,masculino,plural,alta
antagonista,high,moral,neutro,singular,alta
antagonistas,high,moral,masculino,plural,alta
antagónico,high,moral,neutro,singular,alta
antagónicos,high,moral,masculino,plural,alta
antitético,high,moral,neutro,singular,alta
antitética,high,moral,femenino,singular,alta
antitéticos,high,moral,masculino,plural,alta
antitéticas,high,moral,femenino,plural,alta
contradictorio,high,moral,neutro,singular,alta
contradictoria,high,moral,femenino,singular,alta
contradictorios,high,moral,masculino,plural,alta
contradictorias,high,moral,femenino,plural,alta
paradójico,high,moral,neutro,singular,alta
paradójica,high,moral,femenino,singular,alta
paradójicos,high,moral,masculino,plural,alta
paradójicas,high,moral,femenino,plural,alta
antinómico,high,moral,neutro,singular,alta
antinómicos,high,moral,masculino,plural,alta
dialéctico,high,moral,neutro,singular,alta
dialécticos,high,moral,masculino,plural,alta
conflictivo,high,moral,neutro,singular,alta
conflictivos,high,moral,masculino,plural,alta
discordante,high,moral,neutro,singular,alta
discordantes,high,moral,masculino,plural,alta
disonante,high,moral,neutro,singular,alta
disonantes,high,moral,masculino,plural,alta
desarmónico,high,moral,neutro,singular,alta
desarmónicos,high,moral,masculino,plural,alta
atonalidad,high,moral,neutro,singular,alta
atonalidads,high,moral,masculino,plural,alta
discordancia,high,moral,neutro,singular,alta
discordancias,high,moral,masculino,plural,alta
discordia,high,moral,neutro,singular,alta
discordias,high,moral,masculino,plural,alta
disensión,high,moral,neutro,singular,alta
disensións,high,moral,masculino,plural,alta
disidencia,high,moral,neutro,singular,alta
disidencias,high,moral,masculino,plural,alta
desacuerdo,high,moral,neutro,singular,alta
desacuerdos,high,moral,masculino,plural,alta
desavenencia,high,moral,neutro,singular,alta
desavenencias,high,moral,masculino,plural,alta
fricción,high,moral,neutro,singular,alta
friccións,high,moral,masculino,plural,alta
rozamiento,high,moral,neutro,singular,alta
rozamientos,high,moral,masculino,plural,alta
roce,high,moral,neutro,singular,alta
roces,high,moral,masculino,plural,alta
contacto,high,moral,neutro,singular,alta
contactos,high,moral,masculino,plural,alta
rozante,high,moral,neutro,singular,alta
rozantes,high,moral,masculino,plural,alta
tangente,high,moral,neutro,singular,alta
tangentes,high,moral,masculino,plural,alta
rasante,high,moral,neutro,singular,alta
rasantes,high,moral,masculino,plural,alta
superficial,high,moral,neutro,singular,alta
superficials,high,moral,masculino,plural,alta
epidérmico,high,moral,neutro,singular,alta
epidérmicos,high,moral,masculino,plural,alta
extrínseco,high,moral,neutro,singular,alta
extrínsecos,high,moral,masculino,plural,alta
exógeno,high,moral,neutro,singular,alta
exógenos,high,moral,masculino,plural,alta
exterior,high,moral,neutro,singular,alta
exteriors,high,moral,masculino,plural,alta
externo,high,moral,neutro,singular,alta
externos,high,moral,masculino,plural,alta
periférico,high,moral,neutro,singular,alta
periféricos,high,moral,masculino,plural,alta
marginal,high,moral,neutro,singular,alta
marginals,high,moral,masculino,plural,alta
limítrofe,high,moral,neutro,singular,alta
limítrofes,high,moral,masculino,plural,alta
fronterizo,high,moral,neutro,singular,alta
fronterizos,high,moral,masculino,plural,alta
lindante,high,moral,neutro,singular,alta
lindantes,high,moral,masculino,plural,alta
adyacente,high,moral,neutro,singular,alta
adyacentes,high,moral,masculino,plural,alta
contiguo,high,moral,neutro,singular,alta
contiguos,high,moral,masculino,plural,alta
colindante,high,moral,neutro,singular,alta
colindantes,high,moral,masculino,plural,alta
yuxtapuesto,high,moral,neutro,singular,alta
yuxtapuestos,high,moral,masculino,plural,alta
paralelo,high,moral,neutro,singular,alta
paralelos,high,moral,masculino,plural,alta
simétrico,high,moral,neutro,singular,alta
simétricos,high,moral,masculino,plural,alta
asimétrico,high,moral,neutro,singular,alta
asimétricos,high,moral,masculino,plural,alta
deformado,high,moral,neutro,singular,alta
deformados,high,moral,masculino,plural,alta
distorsionado,high,moral,neutro,singular,alta
distorsionados,high,moral,masculino,plural,alta
desfigurado,high,moral,neutro,singular,alta
desfigurados,high,moral,masculino,plural,alta
alterado,high,moral,neutro,singular,alta
alterados,high,moral,masculino,plural,alta
modificado,high,moral,neutro,singular,alta
modificados,high,moral,masculino,plural,alta
transformado,high,moral,neutro,singular,alta
transformados,high,moral,masculino,plural,alta
transfigurado,high,moral,neutro,singular,alta
transfigurados,high,moral,masculino,plural,alta
metamorfoseado,high,moral,neutro,singular,alta
metamorfoseados,high,moral,masculino,plural,alta
transmutado,high,moral,neutro,singular,alta
transmutados,high,moral,masculino,plural,alta
transustanciado,high,moral,neutro,singular,alta
transustanciados,high,moral,masculino,plural,alta
convertido,high,moral,neutro,singular,alta
convertidos,high,moral,masculino,plural,alta
cambiado,high,moral,neutro,singular,alta
cambiados,high,moral,masculino,plural,alta
variable,high,moral,neutro,singular,alta
variables,high,moral,masculino,plural,alta
versátil,high,moral,neutro,singular,alta
versátils,high,moral,masculino,plural,alta
mutable,high,moral,neutro,singular,alta
mutables,high,moral,masculino,plural,alta
mudable,high,moral,neutro,singular,alta
mudables,high,moral,masculino,plural,alta
inestable,high,moral,neutro,singular,alta
inestables,high,moral,masculino,plural,alta
volátil,high,moral,neutro,singular,alta
volátils,high,moral,masculino,plural,alta
efímero,high,moral,neutro,singular,alta
efímeros,high,moral,masculino,plural,alta
fugaz,high,moral,neutro,singular,alta
fugazs,high,moral,masculino,plural,alta
pasajero,high,moral,neutro,singular,alta
pasajeros,high,moral,masculino,plural,alta
transitorio,high,moral,neutro,singular,alta
transitorios,high,moral,masculino,plural,alta
temporal,high,moral,neutro,singular,alta
temporals,high,moral,masculino,plural,alta
perecedero,high,moral,neutro,singular,alta
perecederos,high,moral,masculino,plural,alta
avaricioso,high,moral,neutro,singular,alta
avariciosa,high,moral,femenino,singular,alta
avariciosos,high,moral,masculino,plural,alta
avariciosas,high,moral,femenino,plural,alta
codicioso,high,moral,neutro,singular,media
codiciosa,high,moral,femenino,singular,media
codiciosos,high,moral,masculino,plural,media
codiciosas,high,moral,femenino,plural,media
roñoso,high,moral,neutro,singular,alta
roñosa,high,moral,femenino,singular,alta
roñosos,high,moral,masculino,plural,alta
roñosas,high,moral,femenino,plural,alta
agarrado,high,moral,neutro,singular,alta
agarrada,high,moral,femenino,singular,alta
agarrados,high,moral,masculino,plural,alta
agarradas,high,moral,femenino,plural,alta
apretado,high,moral,neutro,singular,alta
apretada,high,moral,femenino,singular,alta
apretados,high,moral,masculino,plural,alta
apretadas,high,moral,femenino,plural,alta
cicatero,high,moral,neutro,singular,alta
cicatera,high,moral,femenino,singular,alta
cicateros,high,moral,masculino,plural,alta
cicateras,high,moral,femenino,plural,alta
miserable,high,moral,neutro,singular,alta
miserables,high,moral,masculino,plural,alta
pobre de espíritu,high,moral,neutro,singular,alta
pobre de espíritus,high,moral,masculino,plural,alta
magnánimo invertido,high,moral,neutro,singular,alta
magnánimo invertidos,high,moral,masculino,plural,alta
egoísta,high,moral,neutro,singular,alta
egoístas,high,moral,masculino,plural,alta
egotista,high,moral,neutro,singular,alta
egotistas,high,moral,masculino,plural,alta
centrado,high,moral,neutro,singular,alta
centrados,high,moral,masculino,plural,alta
autocomplaciente,high,moral,neutro,singular,alta
autocomplacientes,high,moral,masculino,plural,alta
autosatisfecho,high,moral,neutro,singular,alta
autosatisfechos,high,moral,masculino,plural,alta
narcisista,high,moral,neutro,singular,alta
narcisistas,high,moral,masculino,plural,alta
vanidoso,high,moral,neutro,singular,alta
vanidosa,high,moral,femenino,singular,alta
vanidosos,high,moral,masculino,plural,alta
vanidosas,high,moral,femenino,plural,alta
jactancioso,high,moral,neutro,singular,alta
jactanciosa,high,moral,femenino,singular,alta
jactanciosos,high,moral,masculino,plural,alta
jactanciosas,high,moral,femenino,plural,alta
fanfarrón,high,moral,neutro,singular,alta
fanfarrona,high,moral,femenino,singular,alta
fanfarróns,high,moral,masculino,plural,alta
fanfarronas,high,moral,femenino,plural,alta
charlatan,high,moral,neutro,singular,alta
charlatans,high,moral,masculino,plural,alta
matarife,high,moral,neutro,singular,alta
matarifes,high,moral,masculino,plural,alta
matachín,high,moral,neutro,singular,alta
matachíns,high,moral,masculino,plural,alta
prepotente,high,moral,neutro,singular,alta
prepotentes,high,moral,masculino,plural,alta
dominante,high,moral,neutro,singular,alta
dominantes,high,moral,masculino,plural,alta
tiránico,high,moral,neutro,singular,alta
tiránicos,high,moral,masculino,plural,alta
despótico,high,moral,neutro,singular,alta
despóticos,high,moral,masculino,plural,alta
autoritario,high,moral,neutro,singular,alta
autoritaria,high,moral,femenino,singular,alta
autoritarios,high,moral,masculino,plural,alta
autoritarias,high,moral,femenino,plural,alta
autocrático,high,moral,neutro,singular,alta
autocráticos,high,moral,masculino,plural,alta
dictatorial,high,moral,neutro,singular,alta
dictatorials,high,moral,masculino,plural,alta
oligárquico,high,moral,neutro,singular,alta
oligárquicos,high,moral,masculino,plural,alta
plutócrata,high,moral,neutro,singular,alta
plutócratas,high,moral,masculino,plural,alta
magnate,high,moral,neutro,singular,alta
magnates,high,moral,masculino,plural,alta
poderoso,high,moral,neutro,singular,alta
poderosos,high,moral,masculino,plural,alta
todopoderoso,high,moral,neutro,singular,alta
todopoderosos,high,moral,masculino,plural,alta
omnipotente,high,moral,neutro,singular,alta
omnipotentes,high,moral,masculino,plural,alta
ubicuo,high,moral,neutro,singular,alta
ubicuos,high,moral,masculino,plural,alta
omnipresente,high,moral,neutro,singular,alta
omnipresentes,high,moral,masculino,plural,alta
omnisciente,high,moral,neutro,singular,alta
omniscientes,high,moral,masculino,plural,alta
todopoderoso,high,moral,neutro,singular,alta
todopoderosos,high,moral,masculino,plural,alta
invencible,high,moral,neutro,singular,alta
invencibles,high,moral,masculino,plural,alta
imbatible,high,moral,neutro,singular,alta
imbatibles,high,moral,masculino,plural,alta
invulnerable,high,moral,neutro,singular,alta
invulnerables,high,moral,masculino,plural,alta
indestructible,high,moral,neutro,singular,alta
indestructibles,high,moral,masculino,plural,alta
imperecedero,high,moral,neutro,singular,alta
imperecederos,high,moral,masculino,plural,alta
eterno,high,moral,neutro,singular,alta
eternos,high,moral,masculino,plural,alta
infinito,high,moral,neutro,singular,alta
infinitos,high,moral,masculino,plural,alta
ilimitado,high,moral,neutro,singular,alta
ilimitados,high,moral,masculino,plural,alta
sin límites,high,moral,neutro,singular,alta
sin límitess,high,moral,masculino,plural,alta
desenfrenado,high,moral,neutro,singular,alta
desenfrenada,high,moral,femenino,singular,alta
desenfrenados,high,moral,masculino,plural,alta
desenfrenadas,high,moral,femenino,plural,alta
incoercible,high,moral,neutro,singular,alta
incoercibles,high,moral,masculino,plural,alta
indomable,high,moral,neutro,singular,alta
indomables,high,moral,masculino,plural,alta
incontrolable,high,moral,neutro,singular,alta
incontrolables,high,moral,masculino,plural,alta
irrefrenable,high,moral,neutro,singular,alta
irrefrenables,high,moral,masculino,plural,alta
imparable,high,moral,neutro,singular,alta
imparables,high,moral,masculino,plural,alta
incontenible,high,moral,neutro,singular,alta
incontenibles,high,moral,masculino,plural,alta
irreprimible,high,moral,neutro,singular,alta
irreprimibles,high,moral,masculino,plural,alta
inevitable,high,moral,neutro,singular,alta
inevitables,high,moral,masculino,plural,alta
fatídico,high,moral,neutro,singular,alta
fatídicos,high,moral,masculino,plural,alta
predestinado,high,moral,neutro,singular,alta
predestinados,high,moral,masculino,plural,alta
malhechor,high,moral,neutro,singular,alta
malhechors,high,moral,masculino,plural,alta
delincuente,high,moral,neutro,singular,alta
delincuentes,high,moral,masculino,plural,alta
criminal,high,moral,neutro,singular,alta
criminals,high,moral,masculino,plural,alta
asesino,high,moral,neutro,singular,alta
asesina,high,moral,femenino,singular,alta
asesinos,high,moral,masculino,plural,alta
asesinas,high,moral,femenino,plural,alta
homicida,high,moral,neutro,singular,alta
homicidas,high,moral,masculino,plural,alta
sicario,high,moral,neutro,singular,alta
sicaria,high,moral,femenino,singular,alta
sicarios,high,moral,masculino,plural,alta
sicarias,high,moral,femenino,plural,alta
verdugo,high,moral,neutro,singular,alta
verdugos,high,moral,masculino,plural,alta
torturador,high,moral,neutro,singular,alta
torturadora,high,moral,femenino,singular,alta
torturadors,high,moral,masculino,plural,alta
torturadoras,high,moral,femenino,plural,alta
tirano,high,moral,neutro,singular,alta
tirana,high,moral,femenino,singular,alta
tiranos,high,moral,masculino,plural,alta
tiranas,high,moral,femenino,plural,alta
déspota,high,moral,neutro,singular,alta
déspotas,high,moral,masculino,plural,alta
autócrata,high,moral,neutro,singular,alta
autócratas,high,moral,masculino,plural,alta
dictador,high,moral,neutro,singular,alta
dictadora,high,moral,femenino,singular,alta
dictadors,high,moral,masculino,plural,alta
dictadoras,high,moral,femenino,plural,alta
dogmático,high,moral,neutro,singular,alta
dogmática,high,moral,femenino,singular,alta
dogmáticos,high,moral,masculino,plural,alta
dogmáticas,high,moral,femenino,plural,alta
intransigente,high,moral,neutro,singular,alta
intransigentes,high,moral,masculino,plural,alta
irreductible,high,moral,neutro,singular,alta
irreductibles,high,moral,masculino,plural,alta
inflexible,high,moral,neutro,singular,alta
inflexibles,high,moral,masculino,plural,alta
tenaz,high,moral,neutro,singular,alta
tenazs,high,moral,masculino,plural,alta
obsesivo,high,moral,neutro,singular,alta
obsesiva,high,moral,femenino,singular,alta
obsesivos,high,moral,masculino,plural,alta
obsesivas,high,moral,femenino,plural,alta
compulsivo,high,moral,neutro,singular,alta
compulsiva,high,moral,femenino,singular,alta
compulsivos,high,moral,masculino,plural,alta
compulsivas,high,moral,femenino,plural,alta
maníaco,high,moral,neutro,singular,alta
maníaca,high,moral,femenino,singular,alta
maníacos,high,moral,masculino,plural,alta
maníacas,high,moral,femenino,plural,alta
fanático,high,moral,neutro,singular,alta
fanática,high,moral,femenino,singular,alta
fanáticos,high,moral,masculino,plural,alta
fanáticas,high,moral,femenino,plural,alta
radical,high,moral,neutro,singular,alta
radicals,high,moral,masculino,plural,alta
extremista,high,moral,neutro,singular,alta
extremistas,high,moral,masculino,plural,alta
fundamentalista,high,moral,neutro,singular,alta
fundamentalistas,high,moral,masculino,plural,alta
sectario,high,moral,neutro,singular,alta
sectaria,high,moral,femenino,singular,alta
sectarios,high,moral,masculino,plural,alta
sectarias,high,moral,femenino,plural,alta
herético,high,moral,neutro,singular,alta
herética,high,moral,femenino,singular,alta
heréticos,high,moral,masculino,plural,alta
heréticas,high,moral,femenino,plural,alta
apóstata,high,moral,neutro,singular,alta
apóstatas,high,moral,masculino,plural,alta
renegado,high,moral,neutro,singular,alta
renegada,high,moral,femenino,singular,alta
renegados,high,moral,masculino,plural,alta
renegadas,high,moral,femenino,plural,alta
esbirro,high,moral,neutro,singular,alta
esbirra,high,moral,femenino,singular,alta
esbirros,high,moral,masculino,plural,alta
esbirras,high,moral,femenino,plural,alta
perpetrador,high,moral,neutro,singular,alta
perpetradora,high,moral,femenino,singular,alta
perpetradors,high,moral,masculino,plural,alta
perpetradoras,high,moral,femenino,plural,alta
instigador,high,moral,neutro,singular,alta
instigadora,high,moral,femenino,singular,alta
instigadors,high,moral,masculino,plural,alta
instigadoras,high,moral,femenino,plural,alta
cómplice,high,moral,neutro,singular,alta
cómplices,high,moral,masculino,plural,alta
cooperador,high,moral,neutro,singular,alta
cooperadora,high,moral,femenino,singular,alta
cooperadors,high,moral,masculino,plural,alta
cooperadoras,high,moral,femenino,plural,alta
colaborador,high,moral,neutro,singular,alta
colaboradora,high,moral,femenino,singular,alta
colaboradors,high,moral,masculino,plural,alta
colaboradoras,high,moral,femenino,plural,alta
confabulador,high,moral,neutro,singular,alta
confabuladora,high,moral,femenino,singular,alta
confabuladors,high,moral,masculino,plural,alta
confabuladoras,high,moral,femenino,plural,alta
conspirador,high,moral,neutro,singular,alta
conspiradora,high,moral,femenino,singular,alta
conspiradors,high,moral,masculino,plural,alta
conspiradoras,high,moral,femenino,plural,alta
conjurado,high,moral,neutro,singular,alta
conjurada,high,moral,femenino,singular,alta
conjurados,high,moral,masculino,plural,alta
conjuradas,high,moral,femenino,plural,alta
putchista,high,moral,neutro,singular,alta
putchistas,high,moral,masculino,plural,alta
sediciosa,high,moral,neutro,singular,alta
sediciosas,high,moral,masculino,plural,alta
subversivo,high,moral,neutro,singular,alta
subversiva,high,moral,femenino,singular,alta
subversivos,high,moral,masculino,plural,alta
subversivas,high,moral,femenino,plural,alta
revolucionario,high,moral,neutro,singular,alta
revolucionaria,high,moral,femenino,singular,alta
revolucionarios,high,moral,masculino,plural,alta
revolucionarias,high,moral,femenino,plural,alta
insurgente,high,moral,neutro,singular,alta
insurgentes,high,moral,masculino,plural,alta
rebelde,high,moral,neutro,singular,alta
rebeldes,high,moral,masculino,plural,alta
levantisco,high,moral,neutro,singular,alta
levantisca,high,moral,femenino,singular,alta
levantiscos,high,moral,masculino,plural,alta
levantiscas,high,moral,femenino,plural,alta
sedicioso,high,moral,neutro,singular,alta
sediciosos,high,moral,masculino,plural,alta
factioso,high,moral,neutro,singular,alta
facticiosa,high,moral,femenino,singular,alta
factiosos,high,moral,masculino,plural,alta
facticiosas,high,moral,femenino,plural,alta
tumultuario,high,moral,neutro,singular,alta
tumultuarios,high,moral,masculino,plural,alta
pendenciero,high,moral,neutro,singular,alta
pendenciera,high,moral,femenino,singular,alta
pendencieros,high,moral,masculino,plural,alta
pendencieras,high,moral,femenino,plural,alta
alborotador,high,moral,neutro,singular,alta
alborotadora,high,moral,femenino,singular,alta
alborotadors,high,moral,masculino,plural,alta
alborotadoras,high,moral,femenino,plural,alta
amotinador,high,moral,neutro,singular,alta
amotinadora,high,moral,femenino,singular,alta
amotinadors,high,moral,masculino,plural,alta
amotinadoras,high,moral,femenino,plural,alta
sedicioso,high,moral,neutro,singular,alta
sediciosos,high,moral,masculino,plural,alta
revolucionario,high,moral,neutro,singular,alta
revolucionaria,high,moral,femenino,singular,alta
revolucionarios,high,moral,masculino,plural,alta
revolucionarias,high,moral,femenino,plural,alta
jacobino,high,moral,neutro,singular,alta
